description;coicop;vat;vat, min;vat, max;Notes
Otros tratamientos de belleza: bronceado en c�mara,  maquillaje permanente, tatuajes, perforaciones, expansiones,etc;12110199;0.19;0.19;0.19;
M�quinas el�ctricas de afeitar, para cortar el pelo y depiladoras ;12120101;0.19;0.19;0.19;
Pinzas el�ctricas, planchas para cabello y secadores ;12120102;0.19;0.19;0.19;
Reparaci�n de aparatos el�ctricos para el cuidado personal ;12120104;0.19;0.19;0.19;
Otros aparatos el�ctricos para el cuidado personal: cepillos de dientes, vaporizadores, art�culos el�ctricos para masaje, etc.;12120199;0.19;0.19;0.19;
M�quina de afeitar no desechables, cuchillas y repuestos para m�quinas de afeitar, m�quinas de afeitar desechables, depiladores, encrespadores, cepillos para el cabello, peines y peinillas, rulos, ganchos y mo�os, pinzas y hebillas para el cabello, diademas, balacas y gorros para ba�o.;12130101;0.19;0.19;0.19;
B�sculas personales o pesas;12130102;0.19;0.19;0.19;
Jabones de tocador l�quidos y en barra;12130201;0.19;0.19;0.19;
Champ�s, acondicionadores, b�lsamos, enjuagues, cremas y tratamientos para el cabello (excluir los productos de beb�), gel, fijadores y lacas para el cabello;12130202;0.19;0.19;0.19;
Cremas para afeitar y depilar (tubo, aerosol, gel) y lociones para despu�s de la afeitada;12130203;0.19;0.19;0.19;
Desodorantes y antitranspitantes (crema, barra, roll-on, aerosol);12130204;0.19;0.19;0.19;
Perfumes, colonias y lociones;12130205;0.19;0.19;0.19;
Art�culos para la higiene corporal del beb�: aceites, cremas, champ�s, b�lsamos, jabones, colonias, etc. (excluye pa�os h�medos);12130206;0.19;0.19;0.19;
Cepillos de dientes, hilo y seda dental;12130301;0.19;0.19;0.19;In one document DIAN says these goods are not taxed with VAT, but the tax code say they are taxed
Crema dental y  enjuague bucal;12130302;0.19;0.19;0.19;In one document DIAN says these goods are not taxed with VAT, but the tax code say they are taxed
Blanqueadores y ceras dentales.;12130303;0.19;0.19;0.19;
Bases para la cara, polvos faciales, pesta�inas, labiales, l�pices de ceja, delineadores, sombras,  ruborizadores y desmaquilladores.;12130401;0.19;0.19;0.19;
Esmaltes, quitaesmaltes, diluyentes, limas y tijeras para u�as, cortacut�culas,  cortau�as y art�culos decorativos para u�as.;12130402;0.19;0.19;0.19;
Cremas (nutritivas, limpiadoras, hidratantes, etc.), talcos y polvos para el cuerpo y los pies, bronceadores y protectores solares no formulados;12130403;0.19;0.19;0.19;
Tinturas para el cabello;12130404;0.19;0.19;0.19;
Otros productos de belleza (pelucas, peluquines, extensiones de cabello, etc.);12130499;0.19;0.19;0.19;
Papel higi�nico;12139901;0.19;0.19;0.19;
Algod�n,  esponjas para el cuerpo y copitos;12139902;0.19;0.19;0.19;
Pa�uelos y pa�itos h�medos desechables de uso personal;12139903;0.19;0.19;0.19;
Toallas sanitarias, protectores, tampones, pa�itos y jabones intimos.;12139904;0.05;0.05;0.05;
Protectores para brassier, mamadores, succionadores y pezoneras;12139905;0.19;0.19;0.19;
Pa�ales desechables;12139906;0.19;0.19;0.19;
Pa�ales y ropa interior para incontinencia;12139907;0.19;0.19;0.19;
Otros productos para el aseo personal;12139999;0.19;0.19;0.19;
Servicios prestados por personas para entretenimiento privado de adultos (strippers y otros);12200101;0;0;0;Not in tax code
"Anillos, argollas, sortijas, aretes, pendientes, prendedores y alfileres para corbata, mancornas en oro y plata
";12310101;0.19;0.19;0.19;
"Collares, cadenas, gargantillas, pulseras y manillas en oro y plata.
";12310102;0.19;0.19;0.19;
Piedras preciosas;12310103;0.19;0.19;0.19;
Reparaci�n de art�culos de oro, plata y piedras preciosas.;12310104;0.19;0.19;0.19;
Relojes de mesa o pared y despertadores, term�metros y bar�metros de pared;12310201;0.19;0.19;0.19;
Relojes de pulso mec�nicos o digitales, de bolsillo y cron�metros;12310202;0.19;0.19;0.19;
Reparaci�n de relojes, cron�metros, term�metros y bar�metros de pared;12310203;0.19;0.19;0.19;
Anillos, argollas, sortijas, aretes, pendientes, prendedores, mancornas de fantasia e hilo.;12310301;0.19;0.19;0.19;
Collares, cadenas, gargantillas, pulseras y manillas de fantas�a e hilo;12310302;0.19;0.19;0.19;
Reparaci�n de art�culos de fantas�a e hilo;12310303;0.19;0.19;0.19;
Maletines, portafolios y bolsos de viaje;12320101;0.19;0.19;0.19;
Carteras, mochilas y bolsos de mano;12320102;0.19;0.19;0.19;
Billeteras, monederos, tarjeteros de bolsillo y portabilletes   ;12320103;0.19;0.19;0.19;
Bolsos y maletas tipo estudiante ;12320104;0.19;0.19;0.19;
Reparaci�n de maletines, cartera, billeteras y bolsos mencionados anteriormente;12320105;0.19;0.19;0.19;
Coches, caminadores, sillas, sillas para veh�culo, cestos y hamacas para beb�;12320201;0.19;0.19;0.19;
Portabeb�s delanteros y de espalda;12320202;0.19;0.19;0.19;
Monitores e intercomunicadores para beb�;12320203;0.19;0.19;0.19;
Chupos, mamilas, entretenedores;12320204;0.19;0.19;0.19;
Pa�aleras;12320205;0.19;0.19;0.19;
Reparaci�n de art�culos para beb�;12320207;0.19;0.19;0.19;
Otros art�culos para beb� (ba�eras, correas para beb�, etc) ;12320299;0.19;0.19;0.19;
Art�culos para fumador: Pipas, encendedores no desechables, pitilleras, cortapuros, cigarrillos electr�nicos y narguile;12320301;0.19;0.19;0.19;
Art�culos personales varios como: gafas de sol, lentes de contacto, cosmeticos, bastones, paraguas y sombrillas, abanicos, llaveros, etc;12320401;;0;0.19;goods with different tax rates
Art�culos de funeraria: ata�des, l�pidas y urnas;12320501;0.19;0.19;0.19;
Residencias para ancianos, hogares geri�tricos, hogares para personas con limitaciones f�sicas o cognitivas y centros de rehabilitaci�n;12400101;0.19;0.19;0.19;
Asistencia para el cuidado y mantenimiento de personas con limitaciones-discapacidad en el hogar;12400102;0.19;0.19;0.19;
Pagos mensuales en guarder�a o salacunas: pensi�n, alimentaci�n, etc;12400201;0.19;0.19;0.19;
Pagos anuales en guarder�as o salacunas: matr�cula, materiales, etc;12400202;0.19;0.19;0.19;
Cuidado de ni�os fuera del hogar (ni�eras fuera del hogar);12400203;0.19;0.19;0.19;
Pagos en agencias por servicios de adopci�n;12400204;0.19;0.19;0.19;
Descuentos por aporte de asalariados a EPS;12400301;0;0;0;
Aportes obligatorios de trabajadores independientes a EPS ;12400302;0;0;0;
Pagos adicionales en salud (PILA) por persona diferente al nucleo familiar: abuelos, personas mayores de 25 a�os, nietos, etc.;12400303;0;0;0;
Descuentos por aportes obligatorios de asalariados a fondos de pensiones y cesant�as;12400401;0;0;0;
Aportes obligatorios de trabajadores independientes a fondos de pensiones y cesant�as ;12400402;0;0;0;
Pago en comedores comunitarios;12400501;0;0;0;
Valor imputado por alimentaci�n en comedores comunitarios;12400502;0;0;0;
Seguro de vida y de educaci�n (ahorro programado), seguro de prestaci�n en caso de fallecimiento.;12510101;0;0;0;
Seguro relacionado con la vivienda (robo, incendio, terremoto, terrorismo, etc);12520101;0.19;0.19;0.19;
Pago anual de medicina prepagada o plan complementario de salud;12530101;0.05;0.05;0.05;
Seguro estudiantil;12530102;0;0;0;
Seguros relacionados con  la salud: m�dico, maternidad, neonatal, ambulancia, de accidentes,etc. (emerm�dica, emi, cem);12530103;0.05;0.05;0.05;
Pago de Seguro Obligatorio SOAT;12540101;0.19;0.19;0.19;
Pago de seguro de veh�culos contra todo riesgo;12540102;0.19;0.19;0.19;In one document DIAN says these goods are not taxed with VAT, but the tax code say they are taxed
Seguros relacionados con el transporte: seguro de vuelo, seguro de viaje y equipaje.;12540103;0.19;0.19;0.19;
Otros seguros: seguros de responsabilidad civil por lesiones o da�os a terceros o a su propiedad, seguro funerario y similares;12559901;0.19;0.19;0.19;
Cuotas por cr�dito para adquisici�n de veh�culos ;12610101;0.19;0.19;0.19;
"Cuotas o pagos por pr�stamos de consumo realizados a bancos, cooperativas y fondos (incluye cuotas de creditos para vivienda)

";12610102;0;0;0;
Cuotas o pagos por pr�stamos adquiridos con particulares y organizaciones del sector no financiero;12610103;0;0;0;
Compra de vivienda;12610104;0;0;0;
"Pago por chequeras, servicios de cajero autom�tico (retiros, consultas de saldos), audirespuesta, servicios en l�nea o banca virtual, avances en efectivo, costos del taloanario, reposici�n del pl�stico, certificaciones y referencias bancarias y cheques de gerencia.
";12620101;0.19;0.19;0.19;
Comisiones bancarias por transferencias, pagos a terceros, por consignaci�n nacional en oficina diferente a la de radicaci�n, giros, remesas, portes (cheques);12620102;0.19;0.19;0.19;
Cuota de manejo de tarjeta d�bito o cr�dito;12620103;0;0;0;
Pago del ultimo recibo por tarjetas de cr�dito, excluyendo cuota de manejo ;12620104;0;0;0;
Cuotas o pagos directos a almacenes y distribuidores por compras a cr�dito (excluye tarjetas de cr�dito expedidas por almacenes y distribuidores);12620105;;0;0.19;
Servicios financieros por medio de corresponsal;12620106;0;0;0;
Pago de comisi�n por la administraci�n de los fondos de inversi�n colectiva, fondos mutuos de inversi�n, negocios fiduciarios de inversi�n y portafolios de terceros de las sociedades comisionistas de bolsa;12620202;0;0;0;
Honorarios y cargos por servicio de agentes, asesores de inversi�n, consultores fiscales y financieros y servicios similares;12620301;0.19;0.19;0.19;
Remesas de dinero a otros hogares para sostenimiento de personas a cargo del hogar en el exterior;12620302;0;0;0;
"Pagos de honorarios por: asesor�a jur�dicas, contrataci�n de personal para el hogar, guardaespaldas, detectives privados, agencias matrimoniales, agentes inmobiliarios, etc
";12700101;0.19;0.19;0.19;
Libreta militar;12700201;0;0;0;
C�dula de ciudadan�a, pasaporte, visas, tarjetas profesionales, certificados de nacimiento, defunci�n, matrimonio, extrajuicios, certificados de libertad y otros certificados notariales;12700202;0;0;0;No VAT, but impuesto de timbre. In particular, it mixes goods taxed and not taxed
"Cuotas a asociaciones profesionales, partidos pol�ticos,  juntas de acci�n comunal, aportes y donaciones a ONGs y donaciones en dinero a otras instituciones u hogares
";12700301;0;0;0;
"Cuotas a  instituciones religiosas y diezmo
";12700302;0;0;0;
Servicios religiosos y civiles por entierros, matrimonios,  gastos en pompas f�nebres y en otros servicios de funerales, etc;12700401;0.19;0.19;0.19;
"Impuesto predial y de valorizaci�n de la(s) vivienda(s) ocupada(s) por el hogar
";12700601;0;0;0;
Impuestos del vehiculo;12700602;0;0;0;
Impuesto de renta;12700603;0;0;0;
Otros impuestos (de timbre, etc);12700699;0;0;0;
Mesadas a estudiantes y personas no perceptoras de ingresos para gastos diarios;12700701;0;0;0;
Planes de protecci�n social a personas ajenas al hogar (Plan Canitas, Gotas de agua);12700901;0.19;0.19;0.19;
Pago por noticias y anuncios en la prensa y en p�ginas web;12709901;0.19;0.19;0.19;
Pago por servicio de ba�os p�blicos;12709902;0;0;0;
Servicio de fotocopias, reducciones, ampliaciones, laminaciones, argollados, impresi�n de hojas y documentos, servicio de scanner, servicio de quemado de CD o DVD y trabajos en computador;12709903;;0;0;VAT depending on place of purchase (most people buy these goods at pleces wher no VAT is charged).
Servicio de coteros o cargadores;12709904;0.19;0.19;0.19;
